Player ID,First Name,Last Name,Primary Position,Secondary Position,Salary ($),Total Points,Average Points
1027790,Hugo,Garcia,MID,FWD,421000,349,43.6
1017255,Francis,Evans,FWD,,421000,574,41.0
1017077,Angus,McLennan,DEF,,421000,108,54.0
1015332,Harvey,Harrison,FWD,,420000,491,40.9
1017057,Campbell,Chesser,MID,,418000,733,40.7
1008691,Leek,Aleer,DEF,,412000,342,42.8
1013233,Jack,Carroll,MID,FWD,411000,601,40.1
1017118,Josh,Goater,DEF,,408000,32,32.0
293883,Jed,Bews,DEF,,408000,151,50.3
1000061,Callum,Coleman-Jones,FWD,,408000,78,26.0
1011437,Harry,Edwards,DEF,,407000,368,40.9
1005717,Nick,Coffield,DEF,,404000,335,41.9
997933,Griffin,Logue,DEF,,404000,99,49.5
1023346,Liam,Reidy,RUC,,402000,103,51.5
1007591,Brynn,Teakle,FWD,,402000,431,39.2
1024982,Oisin,Mullin,DEF,,400000,390,39.0
1011243,Callum,Jamieson,DEF,,400000,190,47.5
1000932,Tom,Doedee,DEF,,399000,0,0.0
1012144,Kallan,Dawson,DEF,,399000,428,38.9
1019916,Kane,McAuliffe,MID,,396000,358,39.8
1017091,Jai,Serong,DEF,,395000,149,37.3
1013201,Jye,Menzie,FWD,,394000,538,38.4
1020668,Joshua,Draper,DEF,,394000,768,38.4
1023533,Jaxon,Binns,MID,,394000,146,48.7
1006232,Sam,Wicks,FWD,,393000,613,38.3
280744,Luke,Breust,FWD,,393000,651,38.3
996743,Lewis,Melican,DEF,,392000,802,38.2
1018433,Tylar,Young,DEF,,389000,352,39.1
1017754,Patrick,Voss,FWD,,385000,289,41.3
1036098,Jack,Hutchinson,FWD,,385000,289,41.3
293738,Sam,Frost,DEF,,384000,861,37.4
991773,Billy,Frampton,DEF,,382000,670,37.2
999824,Quinton,Narkle,FWD,,381000,371,37.1
991939,Zaine,Cordy,DEF,,378000,285,35.6
992048,Anthony,Scott,MID,FWD,378000,50,25.0
1029261,Bailey,Macdonald,DEF,,377000,0,0.0
1023494,Zane,Duursma,FWD,,373000,473,36.4
1028105,Shadeau,Brain,DEF,,373000,337,37.4
997974,Ash,Johnson,FWD,,371000,54,18.0
1021152,Jacob,Bauer,FWD,,370000,137,45.7
296269,Darcy,Gardiner,FWD,,369000,267,38.1
1010708,Sam,Butler,FWD,,364000,54,27.0
1017095,Miller,Bergman,DEF,,364000,95,31.7
1013511,Tyler,Brockman,FWD,,362000,353,35.3
1009386,Jaxon,Prior,DEF,,362000,170,42.5
296334,Orazio,Fantasia,FWD,,361000,492,35.1
1018016,Seamus,Mitchell,DEF,,357000,348,34.8
1023056,Steely,Green,FWD,,355000,236,39.3
1018123,Jake,Rogers,FWD,,354000,320,35.6
1023736,Jed,Walter,FWD,,353000,481,34.4
1023625,Riley,Hardeman,DEF,,351000,130,43.3
1004819,Jed,McEntee,FWD,,351000,445,34.2
1023534,Hugh,Bond,DEF,,340000,255,36.4
1002282,Charlie,Spargo,FWD,,340000,36,36.0
1002138,Toby,Pink,FWD,,338000,494,32.9
1018425,Taj,Woewodin,DEF,,337000,525,32.8
1015929,Luke,Cleary,DEF,,335000,86,43.0
1020802,Jai,Culley,MID,FWD,332000,121,40.3
1020670,Elijah,Hewett,MID,FWD,332000,0,0.0
1013278,Reef,McInnes,FWD,,324000,293,32.6
1012826,Bailey,Laurie,MID,FWD,324000,215,35.8
1023142,Tyrell,Dewar,FWD,,323000,242,34.6
1032629,Joe,Fonti,DEF,,322000,153,38.3
1020979,Cooper,Harvey,FWD,,321000,0,0.0
1012873,Wil,Parker,DEF,,317000,182,36.4
290246,Tom,Campbell,RUC,,316000,81,40.5
1012881,Ollie,Lord,FWD,,316000,202,33.7
1008510,Corey,Durdin,FWD,,316000,400,30.8
1021015,Karl,Worner,DEF,,315000,144,36.0
1016189,Henry,Smith,FWD,,315000,150,37.5
295222,Joel,Hamling,FWD,,314000,0,0.0
1021200,Lachlan,McAndrew,RUC,,302000,0,0.0
1009385,Deven,Robertson,MID,FWD,301000,54,27.0
1024023,Daniel,Curtin,FWD,,300000,225,32.1
1027877,Connor,O'Sullivan,DEF,,300000,40,40.0
1017043,Judson,Clarke,FWD,,297000,17,17.0
1023144,Robert,Hansen Jr,FWD,,295000,196,32.7
1012127,Brandon,Ryan,FWD,,290000,19,19.0
992472,Oscar,McDonald,DEF,,285000,38,38.0
1020586,Arthur,Jones,FWD,,285000,38,38.0
1017933,Alwyn,Davey Jnr,FWD,,284000,277,27.7
997501,Ryan,Gardner,DEF,,279000,0,0.0
1013532,Tom,Fullarton,FWD,,278000,0,0.0
1027965,Max,Ramsden,FWD,,278000,103,34.3
1024188,Clay,Hall,MID,,267000,99,33.0
1023542,Ted,Clohesy,MID,FWD,265000,68,34.0
999715,Jy,Farrar,DEF,,265000,0,0.0
1027969,Harvey,Johnston,DEF,,260000,173,28.8
1018424,Corey,Warner,FWD,,257000,171,28.5
1006087,Caleb,Graham,DEF,,252000,0,0.0
1024057,Caiden,Cleary,FWD,,244000,140,28.0
1017751,Josh,Fahey,DEF,,242000,0,0.0
1032650,Zane,Zakostelsky,DEF,RUC,230000,0,0.0
1012817,Zach,Reid,DEF,,230000,17,17.0
1029158,Xavier,Walsh,FWD,,230000,0,0.0
1027901,William,Green,RUC,,230000,0,0.0
1022410,William,McCabe,DEF,,230000,0,0.0
1017757,William,Edwards,DEF,,230000,0,0.0
1015473,Will,Verrall,RUC,,230000,0,0.0
1029405,Will,McLachlan,FWD,,230000,0,0.0
1029262,Will,Lorenz,MID,,230000,25,25.0
1028551,Wil,Dawson,DEF,,230000,73,24.3
1016140,Wade,Derksen,FWD,,230000,0,0.0
1027966,Vigo,Visentini,RUC,,230000,0,0.0
1027687,Tom,Hanily,MID,,230000,0,0.0
1027870,Tom,Anastasopoulos,FWD,,230000,0,0.0
1020950,Toby,Murray,FWD,,230000,0,0.0
1032017,Tew,Jiath,DEF,,230000,27,27.0
1031506,Taylor,Goad,RUC,,230000,0,0.0
1013315,Sandy,Brock,DEF,,230000,0,0.0
1015919,Saad,El-Hawli,DEF,MID,230000,0,0.0
1035129,Rob,Monahan,FWD,,230000,0,0.0
1017718,Rhett,Bazzo,DEF,,230000,26,26.0
1024187,Reece,Torrent,MID,,230000,0,0.0
1032042,Phoenix,Gothard,FWD,,230000,0,0.0
1024685,Patrick,Snell,DEF,FWD,230000,0,0.0
1022844,Oscar,Steene,RUC,FWD,230000,0,0.0
1027893,Oscar,Ryan,DEF,,230000,0,0.0
1027990,Ollie,Murphy,DEF,,230000,0,0.0
1035199,Oliver,Hayes-Brown,RUC,,230000,0,0.0
1029973,Oliver,Sestan,FWD,,230000,0,0.0
1020881,Oliver,Wiltshire,MID,FWD,230000,0,0.0
1028371,Odin,Jones,RUC,,230000,0,0.0
1023743,Nicholas,Madden,RUC,,230000,0,0.0
1034066,Nathan,Wardius,FWD,,230000,0,0.0
1024304,Mitchell,Edwards,RUC,,230000,0,0.0
1015886,Max,Heath,RUC,FWD,230000,0,0.0
1027701,Max,Knobel,RUC,,230000,0,0.0
1020855,Max,Hall,MID,FWD,230000,0,0.0
1027921,Max,Gruzewski,FWD,,230000,68,17.0
1023486,Matthew,Jefferson,FWD,,230000,0,0.0
1027964,Matthew,Carroll,DEF,,230000,0,0.0
1021660,Mate,Colina,RUC,,230000,0,0.0
1024337,Luker,Kentfield,FWD,,230000,0,0.0
1027985,Luke,Lloyd,FWD,,230000,0,0.0
1008805,Luke,Beecken,DEF,,230000,0,0.0
1027706,Luamon,Lual,DEF,,230000,0,0.0
1020032,Loch,Rawlinson,FWD,,230000,22,22.0
1035198,Liam,O'Connell,DEF,,230000,0,0.0
1022383,Liam,Fawcett,FWD,,230000,0,0.0
1023487,Lewis,Hayes,DEF,,230000,0,0.0
1017959,Lance,Collard,FWD,,230000,24,8.0
1027702,Lachlan,Smith,RUC,,230000,0,0.0
1014013,Lachlan,Charleson,MID,FWD,230000,0,0.0
1027949,Kynan,Brown,MID,,230000,17,8.5
1035372,Karl,Gallagher,DEF,,230000,0,0.0
1022999,Kaleb,Smith,DEF,,230000,105,26.3
1017059,Josh,Gibcus,DEF,,230000,51,25.5
1013996,Jordan,Croft,FWD,,230000,0,0.0
1023017,Jedd,Busslinger,DEF,,230000,0,0.0
1023174,Jed,Adams,DEF,,230000,0,0.0
1018122,Jasper,Scaife,FWD,,230000,0,0.0
1032119,James,Leake,DEF,,230000,0,0.0
1021108,James,Tunstill,MID,FWD,230000,71,23.7
1011839,James,Blanck,DEF,,230000,0,0.0
1020104,Jakob,Ryan,DEF,,230000,0,0.0
1023530,Jacob,Konstanty,FWD,,230000,0,0.0
1019975,Jack,Delean,FWD,,230000,0,0.0
1009392,Jack,Buller,FWD,,230000,0,0.0
1015323,Isaac,Keeler,FWD,,230000,0,0.0
1027058,Indhi,Kirk,MID,,230000,0,0.0
1027834,Iliro,Smit,RUC,,230000,0,0.0
1015330,Hugh,Jackson,MID,,230000,0,0.0
1022927,Hugh,Davies,DEF,,230000,32,16.0
1023489,Hudson,O'Keeffe,RUC,,230000,0,0.0
1020057,Harry,Barnett,RUC,,230000,29,29.0
1020072,Harry,Lemmey,FWD,,230000,0,0.0
1021122,Harry,Rowston,MID,,230000,0,0.0
1027673,Harry,DeMattia,MID,,230000,0,0.0
1023681,George,Stevens,MID,,230000,0,0.0
1027726,Geordie,Payne,MID,FWD,230000,0,0.0
1031792,Finnbar,Maley,RUC,FWD,230000,0,0.0
1027033,Ethan,Read,FWD,,230000,82,20.5
1024193,Darcy,Craven,FWD,,230000,0,0.0
1027656,Cooper,Simpson,FWD,,230000,47,23.5
1015862,Conor,Stone,FWD,,230000,62,15.5
1028291,Coen,Livingstone,RUC,FWD,230000,0,0.0
1028671,Charlie,Edwards,DEF,MID,230000,0,0.0
1036103,Campbell,Gray,DEF,FWD,230000,0,0.0
1024096,Caleb,Mitchell,MID,,230000,36,18.0
1023544,Brayden,George,FWD,,230000,0,0.0
1022473,Bodie,Ryan,DEF,,230000,0,0.0
1027678,Billy,Wilson,DEF,MID,230000,0,0.0
1020097,Ashton,Moir,FWD,,230000,56,28.0
1027693,Archer,Reid,RUC,FWD,230000,0,0.0
1027872,Angus,Hastie,MID,,230000,99,19.8
